engine	symbol	class	base_hash	xetex_hash	external_boundaries	diff
shared	extrarightbrace	XetexWidenedDuplicate	cb05775798e9e7bc	2d5c2a70a273133b	Clean	LargeSemanticDivergence
shared	filewarning	XetexWidenedDuplicate	58406126d4160f6c	c56d61cf6376b2e6	Clean	SmallGuardedBehavior
shared	finalign	XetexWidenedDuplicate	6d7c81afd1e0b3e8	0c10a5c707489b18	Clean	SmallGuardedBehavior
shared	fincol	XetexWidenedDuplicate	22994788ade10197	f69a1a36441aa3d2	Clean	SmallGuardedBehavior
shared	finrow	XetexWidenedDuplicate	914dafd9f4d9fb34	88c6b3ce324a25f9	Clean	LargeSemanticDivergence
shared	firmuptheline	XetexWidenedDuplicate	b258ec7970d687a1	7b84bad8c606124e	Clean	LargeSemanticDivergence
shared	fixlanguage	XetexWidenedDuplicate	cb120ec88c238f92	34ee583045fc66a1	Clean	LargeSemanticDivergence
shared	flushmath	TexCompatibleDuplicate	88c6df7dc9371a30	88c6df7dc9371a30	Clean	IdenticalAfterNormalization
shared	getavail	XetexWidenedDuplicate	e4103e5076992c0c	732e3b5535574a01	Clean	SmallGuardedBehavior
shared	getmicrointerval	XetexWidenedDuplicate	-	f35b7fd1a7704f78	Clean	IdenticalAfterNormalization
shared	getnext	BoundaryAdapterRequired	0a4f0367919346f9	7874db5627fc3518	UFILE	HostBoundaryDifference
shared	getpreambletoken	XetexWidenedDuplicate	d835d9952c09e01c	93735fabd4369418	Clean	LargeSemanticDivergence
shared	getrtoken	XetexWidenedDuplicate	aba061008de626d3	b7c5a7d86229093b	Clean	LargeSemanticDivergence
shared	getstringsstarted	XetexWidenedDuplicate	a39d86e8b518c0e6	0f29d82f7095ad71	Clean	LargeSemanticDivergence
shared	gettoken	XetexWidenedDuplicate	542da6fcdb8ab38e	affe2856108c4af1	Clean	LargeSemanticDivergence
shared	getxorprotected	XetexWidenedDuplicate	3ce20308a29fb93a	307762957b214e6e	Clean	LargeSemanticDivergence
shared	getxtoken	XetexWidenedDuplicate	31a1a548a1d03a5b	6cb92613775baa01	Clean	LargeSemanticDivergence
shared	giveerrhelp	XetexWidenedDuplicate	bf0dedcd23d1c8e5	3960dc8904eb82b1	Clean	StateLayoutDifference
shared	groupwarning	XetexWidenedDuplicate	05a4467e5006c4eb	c1b74ae29c53b5c7	Clean	SmallGuardedBehavior
shared	handlerightbrace	XetexWidenedDuplicate	724b5bc7338ee8e4	35225c4de57e8597	Clean	LargeSemanticDivergence
shared	headforvmode	XetexWidenedDuplicate	9bb369242690ecfe	d8a148cece92befb	Clean	LargeSemanticDivergence
shared	hyphenate	XetexWidenedDuplicate	b01cc8849cec515d	d8e781f13880d04e	Clean	LargeSemanticDivergence
shared	ifwarning	XetexWidenedDuplicate	699f8c01455fae64	1505fb2005c7cb0c	Clean	SmallGuardedBehavior
shared	indentinhmode	XetexWidenedDuplicate	f97b5bad6bcde209	de975b827714d534	Clean	StateLayoutDifference
shared	initalign	XetexWidenedDuplicate	1751aa42762a837f	91c47a6f216709a0	Clean	SmallGuardedBehavior
shared	initcol	TexCompatibleDuplicate	cca8d7bee99ffe3e	cca8d7bee99ffe3e	Clean	IdenticalAfterNormalization
shared	initialize	XetexWidenedDuplicate	9619987a9a7f10fa	714dd3649c72b316	Clean	LargeSemanticDivergence
shared	initmath	XetexWidenedDuplicate	119fe22190f2e5eb	40fc5661bda5fcf9	Clean	SmallGuardedBehavior
shared	initprim	XetexWidenedDuplicate	f9147721291629ea	0cb215b0840e261e	Clean	LargeSemanticDivergence
shared	initrow	XetexWidenedDuplicate	6c1a45aa9904ecc8	4e367722c8b539ba	Clean	SmallGuardedBehavior
shared	inittrie	XetexWidenedDuplicate	db8424b64a65d864	76dd3ac1d94b2d59	Clean	SmallGuardedBehavior
shared	inserror	XetexWidenedDuplicate	129cb83fadd8965e	0ebfde1d7350b941	Clean	OnlyConstantsDiffer
shared	insertdollarsign	XetexWidenedDuplicate	734a5efec651c984	010e1e59f31c7e76	Clean	LargeSemanticDivergence
shared	insertrelax	XetexWidenedDuplicate	0fe5bbd55da1911a	7c8e7a790a1e6b71	Clean	LargeSemanticDivergence
shared	insertsrcspecial	StrippedSourceSpecial	d3dfcd9c4833c0a0	d3dfcd9c4833c0a0	Clean	IdenticalAfterNormalization
shared	insthetoks	XetexWidenedDuplicate	3a9821401a23a23e	9ed673dfed2639e1	Clean	OnlyConstantsDiffer
shared	issuemessage	XetexWidenedDuplicate	5d685164f081793f	b544f016c21479a3	Clean	LargeSemanticDivergence
shared	itsallover	XetexWidenedDuplicate	30fa32bf87d201a0	8ef6ca0a5bad8688	Clean	LargeSemanticDivergence
shared	macrocall	XetexWidenedDuplicate	1c60261ec8a21064	861ac36a3e1f1c2d	Clean	LargeSemanticDivergence
shared	maincontrol	BoundaryAdapterRequired	75e5ea5a5ee4f72e	5644a36712f9c7da	applymapping,xrealloc	HostBoundaryDifference
shared	makeaccent	BoundaryAdapterRequired	35e8d97420a43e45	df8c4f2873aef82e	getnativecharheightdepth,getnativecharsidebearings	HostBoundaryDifference
shared	makemark	TexCompatibleDuplicate	e41265358cb59c67	e41265358cb59c67	Clean	IdenticalAfterNormalization
shared	makestring	XetexWidenedDuplicate	582fc324533963d0	786eb1c4ca7db18a	Clean	LargeSemanticDivergence
shared	mathac	XetexWidenedDuplicate	6494be596277c89b	4dadda04fdab76ab	Clean	LargeSemanticDivergence
shared	mathfraction	XetexWidenedDuplicate	2aa54e31895585e5	dafa30eed3eea71f	Clean	SmallGuardedBehavior
shared	mathleftright	XetexWidenedDuplicate	98bca59fec10e5a0	5b444f30ecda8143	Clean	SmallGuardedBehavior
shared	mathlimitswitch	XetexWidenedDuplicate	814765180e9761d2	83aefbad81cd20f4	Clean	LargeSemanticDivergence
shared	mathradical	TexCompatibleDuplicate	539470b94828f81b	539470b94828f81b	Clean	IdenticalAfterNormalization
shared	maxhyphenatablelength	XetexWidenedDuplicate	-	5e2b8fe3ddceaeeb	Clean	IdenticalAfterNormalization
shared	mlisttohlist	XetexWidenedDuplicate	4e2966e833ac2e1d	cf04f262185d3af0	Clean	LargeSemanticDivergence
shared	mubyteupdate	EtexProfileGated	5984cd5d3ccc7f33	-	Clean	IdenticalAfterNormalization
shared	muerror	XetexWidenedDuplicate	2f831bcb511fc541	8fd61fb13ebc4acb	Clean	LargeSemanticDivergence
shared	newchoice	TexCompatibleDuplicate	842b5ffc116e7c2d	842b5ffc116e7c2d	Clean	IdenticalAfterNormalization
shared	newdisc	TexCompatibleDuplicate	fb7094932ccb469f	fb7094932ccb469f	Clean	IdenticalAfterNormalization
shared	newhyphexceptions	XetexWidenedDuplicate	bbf8d75bc2679477	67782d4679b07a4f	Clean	LargeSemanticDivergence
shared	newinteraction	TexCompatibleDuplicate	6b3c051da0d8fd70	6b3c051da0d8fd70	Clean	IdenticalAfterNormalization
shared	newnoad	TexCompatibleDuplicate	19c3a12285e27b24	19c3a12285e27b24	Clean	IdenticalAfterNormalization
shared	newnullbox	TexCompatibleDuplicate	3d79318eaaffa663	3d79318eaaffa663	Clean	IdenticalAfterNormalization
shared	newpatterns	XetexWidenedDuplicate	540d6720a1e1bc82	a08328686e5fe036	Clean	LargeSemanticDivergence
shared	newrandoms	XetexWidenedDuplicate	-	ccdb97f13b9b0ab0	Clean	IdenticalAfterNormalization
shared	newrule	TexCompatibleDuplicate	dd49cc976183a5b0	dd49cc976183a5b0	Clean	IdenticalAfterNormalization
shared	noalignerror	XetexWidenedDuplicate	1932489812123625	8f3562eec66ae060	Clean	LargeSemanticDivergence
shared	normalizeselector	TexCompatibleDuplicate	eed51a28c54d34d7	eed51a28c54d34d7	Clean	IdenticalAfterNormalization
shared	normalparagraph	XetexWidenedDuplicate	3d09af77932095b5	7c07f42693e5b1b6	Clean	LargeSemanticDivergence
shared	normrand	XetexWidenedDuplicate	-	b73cd06af8dc5a4f	Clean	IdenticalAfterNormalization
shared	offsave	XetexWidenedDuplicate	99600a090271f4b3	42f43c5b43d4baf2	Clean	LargeSemanticDivergence
shared	omiterror	XetexWidenedDuplicate	06b428e020b94453	444c48300b218c4b	Clean	LargeSemanticDivergence
shared	openorclosein	AdaptedNativeIo	04ad5305ae7a2930	04ad5305ae7a2930	Clean	IdenticalAfterNormalization
shared	passtext	XetexWidenedDuplicate	1975c37e66353f45	37e97ef2996e8752	Clean	StateLayoutDifference
shared	pauseforinstructions	XetexWidenedDuplicate	cf590804e656b160	faee182284c1b64c	Clean	LargeSemanticDivergence
shared	popalignment	XetexWidenedDuplicate	3846131c9cdb790f	53e8fabe6c375c49	Clean	LargeSemanticDivergence
shared	popnest	TexCompatibleDuplicate	3f9f68f4cfff38a3	3f9f68f4cfff38a3	Clean	IdenticalAfterNormalization
shared	popnode	XetexWidenedDuplicate	-	dfbe314d6f2136ce	Clean	IdenticalAfterNormalization
shared	prefixedcommand	BoundaryAdapterRequired	1878120f6b00b2c4	fdb69b2cf68e19ac	set_cp_code	HostBoundaryDifference
shared	preparemag	XetexWidenedDuplicate	889df67b33fbf11f	17f8528fd501db35	Clean	LargeSemanticDivergence
shared	printcurrentstring	XetexWidenedDuplicate	54d7035af7d8fc6d	86a8c4d9c7d6df42	Clean	LargeSemanticDivergence
shared	printfileline	XetexWidenedDuplicate	b8f5ed8aea0279ec	d9916ab044da876a	Clean	LargeSemanticDivergence
shared	println	TexCompatibleDuplicate	e0a5b7c292e6029e	e0a5b7c292e6029e	Clean	IdenticalAfterNormalization
shared	printmeaning	XetexWidenedDuplicate	cd1c94b53f8527b2	7d45e1e162c50e9a	Clean	LargeSemanticDivergence
shared	printtotals	XetexWidenedDuplicate	dfe8daa775810e65	1582b72e5a37ff96	Clean	LargeSemanticDivergence
shared	privileged	TexCompatibleDuplicate	fd645240ae5f29ae	fd645240ae5f29ae	Clean	IdenticalAfterNormalization
shared	pseudoclose	TexCompatibleDuplicate	499fa742064f947c	499fa742064f947c	Clean	IdenticalAfterNormalization
shared	pseudoinput	XetexWidenedDuplicate	335fad296e7895ff	39e58afb6f6d0263	Clean	SmallGuardedBehavior
shared	pseudostart	XetexWidenedDuplicate	32b1e71ca7c0c1aa	84f3f078741a4974	Clean	SmallGuardedBehavior
shared	pushalignment	XetexWidenedDuplicate	0fc21048ef9e3f3a	13ea70ce5507c89f	Clean	LargeSemanticDivergence
shared	pushnest	XetexWidenedDuplicate	b42f08fa9ffc7d47	c701088acfa55991	Clean	SmallGuardedBehavior
shared	reportillegalcase	XetexWidenedDuplicate	be52bf8882c9f763	e71be0c004a6660f	Clean	OnlyConstantsDiffer
shared	resumeafterdisplay	XetexWidenedDuplicate	e3d7fa12c060bf1a	43ab04b8718dc3f8	Clean	LargeSemanticDivergence
shared	runaway	XetexWidenedDuplicate	d3f29d2017d7dce7	662359bea67cb4f5	Clean	LargeSemanticDivergence
shared	sarestore	XetexWidenedDuplicate	3de7a6a3991ace85	4e8aa366d3b4fbaf	Clean	SmallGuardedBehavior
shared	scanandpackname	XetexWidenedDuplicate	-	e87cd785db92ec2c	Clean	IdenticalAfterNormalization
shared	scancharclass	XetexWidenedDuplicate	-	4381051d6ecfe703	Clean	IdenticalAfterNormalization
shared	scancharclassnotignored	XetexWidenedDuplicate	-	2d95833a9752a0bf	Clean	IdenticalAfterNormalization
shared	scancharnum	XetexWidenedDuplicate	ad802f5ebcae44c9	01de28cc0f0e3fb3	Clean	LargeSemanticDivergence
shared	scandelimiterint	XetexWidenedDuplicate	-	40872453fde71f8d	Clean	IdenticalAfterNormalization
shared	scaneightbitint	XetexWidenedDuplicate	08c5570d7cf5b0dc	b73d3edda3775968	Clean	LargeSemanticDivergence
shared	scanexpr	XetexWidenedDuplicate	075a6b6110433db0	3dbd67589f09686e	Clean	SmallGuardedBehavior
shared	scanfifteenbitint	XetexWidenedDuplicate	ed2d17de45dd1a5d	fa22fa0a4c8b1992	Clean	LargeSemanticDivergence
shared	scanfilename	XetexWidenedDuplicate	471babb1dc2e1e8d	fd9ad2339bd76ac8	Clean	LargeSemanticDivergence
shared	scanfilenamebraced	XetexWidenedDuplicate	7f8923b51db6606c	243fe73373fab819	Clean	SmallGuardedBehavior
shared	scanfontident	XetexWidenedDuplicate	828a537c6e341c2a	7f5171cde8c91037	Clean	LargeSemanticDivergence
shared	scanfourbitint	XetexWidenedDuplicate	29963a8be026df19	d9edb32a1f3f384a	Clean	LargeSemanticDivergence
shared	scanfourbitintor18	XetexWidenedDuplicate	f4d1d00432a8c34e	b56ac8e38a370251	Clean	LargeSemanticDivergence
shared	scangeneraltext	XetexWidenedDuplicate	e81a98c044bcd527	e87ba98c6d8915dc	Clean	SmallGuardedBehavior
shared	scanint	XetexWidenedDuplicate	1dd969d5da44ac97	fd30ea3a8a064949	Clean	LargeSemanticDivergence
shared	scanleftbrace	XetexWidenedDuplicate	8bb8e44db19d01d2	83042b5de5b2f61b	Clean	LargeSemanticDivergence
shared	scanmathclassint	XetexWidenedDuplicate	-	387c3ae14b3d0a9d	Clean	IdenticalAfterNormalization
shared	scanmathfamint	XetexWidenedDuplicate	-	78278f063ef55567	Clean	IdenticalAfterNormalization
shared	scanmuglue	TexCompatibleDuplicate	fc0858f3f44b5cb0	fc0858f3f44b5cb0	Clean	IdenticalAfterNormalization
shared	scannormalglue	TexCompatibleDuplicate	81fb285ded50a4f6	81fb285ded50a4f6	Clean	IdenticalAfterNormalization
shared	scanoptionalequals	XetexWidenedDuplicate	73fb421a64ab7d9a	034e56fed1069244	Clean	SmallGuardedBehavior
shared	scanpdfexttoks	StrippedPdfExtension	-	e528ead645cf5fe0	Clean	IdenticalAfterNormalization
shared	scanregisternum	XetexWidenedDuplicate	1ae79919c114837b	d35ab643ac59abc2	Clean	LargeSemanticDivergence
shared	scanrulespec	XetexWidenedDuplicate	dbd560e181c50955	6fd057a17e819dd6	Clean	SmallGuardedBehavior
shared	scantwentysevenbitint	EtexProfileGated	6ee6435c4c6d7958	-	Clean	IdenticalAfterNormalization
shared	scanusvnum	XetexWidenedDuplicate	-	990a4ad2a27aa1f5	Clean	IdenticalAfterNormalization
shared	scanxetexmathcharint	XetexWidenedDuplicate	-	e0b6ca9d0bd38677	Clean	IdenticalAfterNormalization
shared	shiftcase	XetexWidenedDuplicate	c03e2a0aadf7eadd	ae6fc38cf7e6756b	Clean	LargeSemanticDivergence
shared	showactivities	XetexWidenedDuplicate	cd54c9b461bc1c14	c67800fbe545f975	Clean	LargeSemanticDivergence
shared	showcontext	XetexWidenedDuplicate	461c23cbf44bc14d	d4de55539b8bdf29	Clean	LargeSemanticDivergence
shared	showcurcmdchr	XetexWidenedDuplicate	447a7d35f586c81f	e83a859bb0f26b47	Clean	LargeSemanticDivergence
shared	showinfo	TexCompatibleDuplicate	8d7ad4a8e6da411a	8d7ad4a8e6da411a	Clean	IdenticalAfterNormalization
shared	showsavegroups	XetexWidenedDuplicate	42d74d128524b5da	b274e1921ae2e09a	Clean	LargeSemanticDivergence
shared	showwhatever	XetexWidenedDuplicate	ecf9ccc6ee6e5d71	ce1251b0be6f6a71	Clean	LargeSemanticDivergence
shared	slowmakestring	XetexWidenedDuplicate	bbab17ebda98e9f6	e31024d22bcd9767	Clean	SmallGuardedBehavior
shared	starteqno	XetexWidenedDuplicate	69160a2e35c91b67	e94877c358af32f1	Clean	LargeSemanticDivergence
shared	startinput	AdaptedNativeIo	a0745998e13fb591	a0745998e13fb591	Clean	IdenticalAfterNormalization
shared	subsup	XetexWidenedDuplicate	ae71856337263909	5d1adac56558a597	Clean	SmallGuardedBehavior
shared	terminput	BoundaryAdapterRequired	92c929a4f4edc312	61605979dac78ac5	UFILE	HostBoundaryDifference
shared	thetoks	XetexWidenedDuplicate	0b5ed111f64e977a	076bb96ceac54488	Clean	SmallGuardedBehavior
shared	trapzeroglue	XetexWidenedDuplicate	5fcbdef76b330d58	24576fc0b7c61a86	Clean	SmallGuardedBehavior
shared	unpackage	XetexWidenedDuplicate	4c95045194b9ac8b	908cb70c9342754e	Clean	LargeSemanticDivergence
shared	unsave	XetexWidenedDuplicate	e131b3395b0cc8c9	a820e7d027bb5a45	Clean	LargeSemanticDivergence
shared	xtoken	XetexWidenedDuplicate	9bdeed02edb3f940	50e414d29c49fd3c	Clean	LargeSemanticDivergence
shared	youcant	XetexWidenedDuplicate	83b28c79a2e1fad1	864c0cdc73f20df7	Clean	LargeSemanticDivergence
shared	zabvscd	XetexWidenedDuplicate	-	72b8a0c82ba0bddd	Clean	IdenticalAfterNormalization
shared	zaddorsub	TexCompatibleDuplicate	3bc74e00be110223	3bc74e00be110223	Clean	IdenticalAfterNormalization
shared	zappdisplay	XetexWidenedDuplicate	209f2189bc962a2e	e9b44659e1938832	Clean	SmallGuardedBehavior
shared	zappendstr	XetexWidenedDuplicate	-	8392cad4418b9b30	Clean	IdenticalAfterNormalization
shared	zappendtovlist	XetexWidenedDuplicate	39db2f832a8b1d46	034af97a104f4acf	Clean	LargeSemanticDivergence
shared	zattachhkerntonewhlist	XetexWidenedDuplicate	-	75c66fcdc0ff9339	Clean	IdenticalAfterNormalization
shared	zaxisheight	XetexWidenedDuplicate	-	722056da92780a54	Clean	IdenticalAfterNormalization
shared	zbadness	TexCompatibleDuplicate	c4f4d716d17faddf	c4f4d716d17faddf	Clean	IdenticalAfterNormalization
shared	zbeginbox	XetexWidenedDuplicate	d6b43e64c5b026d0	59e807512d536fc4	Clean	SmallGuardedBehavior
shared	zbegintokenlist	XetexWidenedDuplicate	176cfda78a854c0c	1d888d12e25114ac	Clean	LargeSemanticDivergence
shared	zboxend	XetexWidenedDuplicate	08267320546b5899	3c2d7a66798f2d55	Clean	SmallGuardedBehavior
shared	zboxerror	XetexWidenedDuplicate	8bbeecdfc02438f2	7cc4bc14a224ebb6	Clean	LargeSemanticDivergence
shared	zchangeiflimit	XetexWidenedDuplicate	8d648aebf2fc12e2	5bdfbf71a981ad19	Clean	SmallGuardedBehavior
shared	zcharbox	XetexWidenedDuplicate	55f9c296fd3a2ab1	fb2f4e0b74b85214	Clean	LargeSemanticDivergence
shared	zcharpw	XetexWidenedDuplicate	-	61b0205f78ef6ace	Clean	IdenticalAfterNormalization
shared	zcharwarning	XetexWidenedDuplicate	b4d1da774cfd03d2	905191897de14eec	Clean	LargeSemanticDivergence
shared	zcleanbox	XetexWidenedDuplicate	c84bb243ba3de343	41cec89a51d33c55	Clean	SmallGuardedBehavior
shared	zcompresstrie	TexCompatibleDuplicate	9355e0b6b95b3fe1	9355e0b6b95b3fe1	Clean	IdenticalAfterNormalization
shared	zcomputeotmathaccentpos	XetexWidenedDuplicate	-	79e03986d9369d48	Clean	IdenticalAfterNormalization
shared	zconfusion	XetexWidenedDuplicate	6a2bb5eba70978a6	c01f3adf896761d0	Clean	LargeSemanticDivergence
shared	zcopynativeglyphinfo	XetexWidenedDuplicate	-	daf13b15fa27b4cc	Clean	IdenticalAfterNormalization
shared	zcopynodelist	XetexWidenedDuplicate	d925258c86001ee1	19fcaf12a99f8c91	Clean	LargeSemanticDivergence
shared	zdeleteglueref	XetexWidenedDuplicate	023427af230701e6	6b67c207f49a68be	Clean	SmallGuardedBehavior
shared	zdeletesaref	XetexWidenedDuplicate	babae255de1ac410	cc99ff1b36d0e6f1	Clean	SmallGuardedBehavior
shared	zdeletetokenref	XetexWidenedDuplicate	2172440d065883b6	f9a120b7178913f2	Clean	SmallGuardedBehavior
shared	zdelim1	XetexWidenedDuplicate	-	3f4acbda75d4b824	Clean	IdenticalAfterNormalization
shared	zdelim2	XetexWidenedDuplicate	-	74425d42c450131f	Clean	IdenticalAfterNormalization
shared	zdenom1	XetexWidenedDuplicate	-	05474d35efc806f0	Clean	IdenticalAfterNormalization
shared	zdenom2	XetexWidenedDuplicate	-	4d47f14d0caf31a7	Clean	IdenticalAfterNormalization
shared	zdisposemunode	EtexProfileGated	c68d93de738d7217	-	Clean	IdenticalAfterNormalization
shared	zdisposemutableout	EtexProfileGated	ae257cada3e02588	-	Clean	IdenticalAfterNormalization
shared	zdolocalelinebreaks	XetexWidenedDuplicate	-	73759321445f801b	Clean	IdenticalAfterNormalization
shared	zdomarks	XetexWidenedDuplicate	72e47b4161c814db	28d80e747851736a	Clean	SmallGuardedBehavior
shared	zdoregistercommand	XetexWidenedDuplicate	dc6ad0313deaf7a8	5d1748b121632c0e	Clean	SmallGuardedBehavior
shared	zeTeXenabled	XetexWidenedDuplicate	f8da4e05832fb2fe	87433da89f45dd40	Clean	LargeSemanticDivergence
shared	zeffectivechar	BoundaryAdapterRequired	41ecf82dc8635ef1	716d74059be0a1e2	applytfmfontmapping	HostBoundaryDifference
shared	zeffectivecharinfo	BoundaryAdapterRequired	d3c3ffbddfff5921	aa063578446f195e	applytfmfontmapping	HostBoundaryDifference
shared	zenddiagnostic	XetexWidenedDuplicate	af02cc358e69103a	b7605d04844e74ca	Clean	LargeSemanticDivergence
shared	zeqdefine	XetexWidenedDuplicate	547cb214bd6b4bb8	5fe71cbabc648835	Clean	LargeSemanticDivergence
shared	zeqdestroy	XetexWidenedDuplicate	ed001c65f884f7b8	1be69abc8a48494e	Clean	OnlyConstantsDiffer
shared	zeqsave	XetexWidenedDuplicate	b196eb4f2c39899e	590c2fc753a93a1f	Clean	SmallGuardedBehavior
shared	zeqworddefine	XetexWidenedDuplicate	92ac3fae10ec6ff1	0701f1da2c6c1f0b	Clean	LargeSemanticDivergence
shared	zfatalerror	XetexWidenedDuplicate	15ac9b21262b4c13	a20c59c756280ba9	Clean	SmallGuardedBehavior
shared	zfetch	XetexWidenedDuplicate	c8fb57581d18cb42	f5febe092dd80604	Clean	LargeSemanticDivergence
shared	zfindfontdimen	XetexWidenedDuplicate	5cfb2511ec6699e7	cd8bab8d7d952afa	Clean	LargeSemanticDivergence
shared	zfindprotcharleft	XetexWidenedDuplicate	-	9c711ce5f07b56d5	Clean	IdenticalAfterNormalization
shared	zfindprotcharright	XetexWidenedDuplicate	-	aab04f90143724e1	Clean	IdenticalAfterNormalization
shared	zfindsaelement	XetexWidenedDuplicate	aed026e96a9e50d8	c1ae5b34fb2316bf	Clean	SmallGuardedBehavior
shared	zfiniteshrink	XetexWidenedDuplicate	a78cfd7562f90abe	181452ba1c443991	Clean	LargeSemanticDivergence
shared	zfinmlist	XetexWidenedDuplicate	7b08c393f3f98986	b515fc53cc6ead58	Clean	SmallGuardedBehavior
shared	zfirstfit	XetexWidenedDuplicate	e0bf63449dbe271e	daf08845ffbde908	Clean	SmallGuardedBehavior
shared	zflushlist	TexCompatibleDuplicate	49dfd726d98e5d06	49dfd726d98e5d06	Clean	IdenticalAfterNormalization
shared	zflushnodelist	BoundaryAdapterRequired	016e24e12a059882	f5bf0942f5a49bef	free	HostBoundaryDifference
shared	zflushstr	XetexWidenedDuplicate	-	68acce1219aad428	Clean	IdenticalAfterNormalization
shared	zfract	XetexWidenedDuplicate	22ae4fd9a151790b	5e15c409a25533e9	Clean	OnlyConstantsDiffer
shared	zfractionrule	TexCompatibleDuplicate	cefc5b8baf562ec1	cefc5b8baf562ec1	Clean	IdenticalAfterNormalization
shared	zfreenode	XetexWidenedDuplicate	842e62ffd029ca57	e7a548eded666737	Clean	OnlyConstantsDiffer
shared	zgeqdefine	XetexWidenedDuplicate	d44d5f3dc401cdee	1a54685da4cbd1d9	Clean	LargeSemanticDivergence
shared	zgeqworddefine	XetexWidenedDuplicate	bc3ce63276fb682e	9db66949660947ea	Clean	LargeSemanticDivergence
shared	zgetnode	XetexWidenedDuplicate	2ab16d888e88e103	9a7237be6415b67e	Clean	SmallGuardedBehavior
shared	zgrouptrace	XetexWidenedDuplicate	e9d2052c475917e5	57035731cbce5bd1	Clean	LargeSemanticDivergence
shared	zgsadef	XetexWidenedDuplicate	2784f37f380a1b0a	ce7e7a77c3888fbd	Clean	LargeSemanticDivergence
shared	zgsawdef	XetexWidenedDuplicate	6a5d82a3d7d440da	80e751c548d2d761	Clean	LargeSemanticDivergence
shared	zhalf	TexCompatibleDuplicate	cbd7381741074765	cbd7381741074765	Clean	IdenticalAfterNormalization
shared	zheightplusdepth	TexCompatibleDuplicate	aacad4ef79955c7a	aacad4ef79955c7a	Clean	IdenticalAfterNormalization
shared	zhpack	XetexWidenedDuplicate	a39081578ae87cf0	f0cca8c48214eb97	Clean	LargeSemanticDivergence
shared	zidlookup	XetexWidenedDuplicate	ea3b72b32d38d65f	0a1457a37ab97f9d	Clean	LargeSemanticDivergence
shared	zinitrandoms	XetexWidenedDuplicate	-	73132a28ee2d2842	Clean	IdenticalAfterNormalization
